586923.58228306 8721052.7077548
586668.96446649 8721357.3560098
586235.92961609 8721962.5725952
585881.54599274 8722185.6440237
585322.27192216 8723133.4147597
585093.43301384 8723349.6430183
584228.06141775 8723633.2964857
583573.96028545 8724027.7954734
582684.8974833 8724474.7426453
581128.97822657 8725009.1002189
579674.42962108 8725526.6771203
579031.20020903 8725722.5961015
578387.5721816 8725843.6553932
577658.7263169 8725883.0732714
576817.46433621 8726110.7467319
576256.61736692 8726037.3052693
575731.0119242 8725949.9689315
575208.43795878 8725584.0799936
575269.20438796 8725070.7616745
575544.8255865 8724255.163633
575596.10013428 8723747.2214297
575786.2276525 8723183.3534419
576844.56957539 8721835.4980466
577011.32378998 8721365.5255253
576692.9927421 8720971.5000248
576476.1308743 8720713.9219045
575775.4547008 8720606.0849927
574616.63003928 8720498.3104583
573988.90102563 8722270.4540596
573929.75439111 8722743.0926423
573666.11864873 8722631.5615921
572499.49946467 8720751.4078227
571955.26355178 8719628.4666611
571959.92149809 8719345.5772144
572218.15278932 8718450.1249881
571921.7115328 8717560.8500814
571194.08669851 8717129.616939
570562.03791651 8716902.9687572
570195.83873505 8717647.992865
569754.83373409 8718302.1135713
569456.30667179 8718349.2442379
568560.12412949 8718179.5140787
567649.5047044 8717917.6807608
566106.18080738 8718168.0343344
565438.43800005 8718647.9999989
565222.18800005 8719458.9999989
565384.37500006 8720378.9999989
566087.12500006 8720757.9999989
566901.96844365 8720702.1862539
567499.51530154 8720353.7713596
568983.65436998 8720169.4401098
569857.78317879 8720779.1883656
570784.32137389 8722409.0659633
569802.61000556 8722569.6238299
569160.65244167 8722419.0992035
568682.00000005 8722542.999999
568519.81200006 8723083.999999
568900.27861692 8723475.3933313
569693.31241475 8724100.5055034
569259.00397134 8724319.3437138
568736.06200006 8724598.9999989
568844.12500005 8725085.999999
569181.24729836 8725256.628621
569749.27291842 8725305.9989047
571107.25611742 8726682.5226465
571059.75337326 8727210.418145
569469.6255639 8727163.6757159
568934.79597826 8726980.5806027
567871.06200005 8726653.9999989
567060.18800006 8726762.999999
566411.50000006 8727573.9999989
566573.68800006 8728601.9999989
566984.67568255 8729039.1778054
568491.01890718 8728981.277777
569181.44740191 8729971.7758139
568724.04164323 8731135.1384961
568304.84316809 8732165.8611955
567980.12060915 8732803.5739238
567677.63951088 8733160.2021066
566459.48745122 8734232.178839
565285.82790434 8734589.5490424
564465.37500005 8735039.9999989
564411.31200005 8735634.999999
564735.68800006 8736391.999999
565835.69051063 8736537.1792957
566195.25000005 8737203.999999
566844.00000006 8737419.9999989
567708.93800006 8737365.999999
568413.04512191 8736857.75415
568492.46505043 8735770.4402275
569253.02324676 8735076.3623235
569982.31660871 8734791.9925568
570600.41494342 8735157.708216
570474.75621939 8738205.7891727
