321271.49627954 8730509.6063393
321084.2761449 8730859.8685806
320783.62834905 8731540.8606576
320482.07351754 8731831.5830188
320127.6625446 8732873.7869125
319947.65877287 8733132.2079818
319158.04936848 8733586.4757996
318597.94216287 8734106.2115813
317818.43124702 8734725.2350513
316403.6832783 8735565.8780125
315084.77825791 8736369.4258399
314494.80702971 8736692.492261
313889.17452603 8736942.3297956
313183.43038349 8737129.5968068
312405.98879022 8737524.1619233
311841.74665445 8737566.6367979
311309.18197622 8737588.3154679
310722.76609076 8737336.5746888
310677.57412147 8736821.4600495
310781.1472292 8735966.4828294
310727.76044544 8735458.5693752
310798.95500424 8734867.563966
311560.5434368 8733331.6840617
311628.00440552 8732837.4067778
311235.8863546 8732516.4391151
310970.97007991 8732308.4064441
310262.76453545 8732345.6942475
309105.87333511 8732476.4808196
308852.52912625 8734340.0875633
308891.00227503 8734815.0377747
308610.05791592 8734759.579431
307084.03043516 8733156.1456465
306321.99138484 8732167.3533298
306268.8590599 8731889.3454052
306339.14660906 8730959.6872762
305867.45932448 8730149.1969057
305066.8853178 8729875.2376665
304401.63673991 8729782.1549286
304194.91861555 8730586.5132918
303896.40010998 8731317.0992899
303613.63389468 8731424.1421664
302701.29107208 8731440.679748
301756.0190128 8731369.9543349
300295.51601824 8731929.9150482
299739.40220868 8732536.1945138
299693.01158077 8733374.6159729
300039.50849411 8734242.6069528
300805.1002161 8734470.469837
301591.78701355 8734249.6044472
302105.96797128 8733786.4849081
303521.94769387 8733303.2455637
304502.43170953 8733722.1469097
305742.30931343 8735129.4553144
304813.58041832 8735486.941893
304154.1483907 8735470.459087
303710.62953735 8735689.4385751
303662.13274108 8736252.3754576
304114.59570572 8736558.0986677
305018.79630225 8737008.567068
304638.07752262 8737311.485539
304182.95712476 8737692.0501566
304388.13437847 8738146.971261
304753.1149931 8738245.3147228
305319.50336691 8738177.797567
306930.28159451 8739248.9244372
306991.44580135 8739775.6220742
305424.57287421 8740054.2242871
304863.41739705 8739984.0079309
303754.98396888 8739881.1581009
302983.05253684 8740153.3307134
302513.17502009 8741079.9595463
302881.74475451 8742053.6942598
303373.45507536 8742398.0171687
304836.94022019 8742033.9963801
305715.2088347 8742863.2158517
305504.58422522 8744095.9089817
305304.32557879 8745190.905573
305116.41349016 8745881.7227348
304892.93471916 8746292.7147656
303918.62598962 8747591.1464378
302842.07803371 8748180.6360463
302130.44786998 8748789.2222407
302198.91373359 8749382.9946206
302671.08065275 8750058.2023336
303778.03565695 8749975.9187941
304266.2563025 8750555.6181792
304945.70643571 8750634.7762712
305781.7847111 8750405.3868402
306367.65279457 8749763.9452206
306223.56182001 8748682.8572147
306826.80272523 8747847.9076148
307483.02331758 8747420.5972669
308162.98679429 8747652.6461501
308661.89247276 8750663.4437444
308045.28736811 8750929.0694224
307827.04947339 8751472.1977241
308137.42169656 8751913.8957158
309415.72579352 8751890.1163504
309638.29472699 8752517.3348394
309625.25590585 8753474.3752315
309945.29068246 8753684.6118611
310556.71006268 8753674.8474055
311336.85056751 8754342.6143962
311598.29550126 8756416.4965472
311487.89087077 8756845.6636761
311587.28756123 8757322.5968412
312136.28160364 8757197.4080841
312429.53838748 8758246.6315095
312482.63389911 8759113.8506188
311978.19969357 8759728.3453598
311737.95270448 8760165.7072202
312147.9742547 8760682.525922
312474.14156571 8761319.3125676
313867.97863162 8761330.316824
314088.75075635 8762229.3379843
315272.8525045 8762476.0329777
315998.92489808 8762385.6605437
316937.78189954 8762059.996665
315128.75754361 8758680.1164426
314981.67617239 8756252.903055
314970.20703425 8754781.4063131
314584.8615021 8753314.7593044
314804.68926728 8752615.7972312
314619.30615322 8751991.2551074
314151.67404572 8751867.980979
313682.73754232 8751770.2373493
312589.04246279 8750225.9991556
312057.78284231 8749343.6940459
311654.80627853 8748478.6536916
311343.31789768 8747634.359362
311265.62539029 8747299.7091689
311547.19032377 8745999.5244167
312142.53947228 8745582.2062104
312572.82562758 8745864.0630946
313319.02360016 8746015.6961798
314060.189077 8745861.2855181
314682.15994847 8745399.6146111
314730.55749153 8744836.7252409
314487.76867232 8744563.3747106
313626.32785655 8743955.0843714
313529.7571345 8743811.6026777
313744.59643531 8743341.0172435
315315.93355019 8742745.2381474
316711.10425787 8742188.8997856
318025.44048659 8741877.3428911
319250.56168078 8741578.0678208
319730.97537519 8741544.4608224
