-143.551 60.142
-143.520 60.130
-143.480 60.130
-143.440 60.128
-143.420 60.135
-143.395 60.138
-143.370 60.140
-143.350 60.140
-143.340 60.155
-143.317 60.155
-143.277 60.168
-143.261 60.173
-143.221 60.181
-143.178 60.193
-143.144 60.205
-143.164 60.224
-143.207 60.229
-143.297 60.258
-143.329 60.268
-143.353 60.281
-143.338 60.291
-143.321 60.296
-143.293 60.284
-143.277 60.305
-143.241 60.303
-143.212 60.296
-143.202 60.276
-143.185 60.285
-143.180 60.310
-143.205 60.330
-143.126 60.326
-143.051 60.332
-143.038 60.333
-142.932 60.350
-142.847 60.365
-142.786 60.369
-142.737 60.374
-142.680 60.400
-142.630 60.447
-142.605 60.462
-142.563 60.475
-142.471 60.495
-142.445 60.497
-142.424 60.505
-142.621 60.529
-142.664 60.513
-142.697 60.500
-142.732 60.480
-142.761 60.460
-142.779 60.450
-142.793 60.445
-142.824 60.441
-142.865 60.439
-142.928 60.439
-142.993 60.434
-143.063 60.428
-143.187 60.413
-143.225 60.411
-143.297 60.402
-143.333 60.400
-143.358 60.395
-143.390 60.387
-143.414 60.380
-143.430 60.370
-143.462 60.356
-143.480 60.350
-143.518 60.325
-143.575 60.260
-143.638 60.183
-143.615 60.149
